单词等级,单词,词典
A1,back,"{""word"": ""back"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the part of something that is furthest from the front"", ""chinese"": ""某物远离前面的部分""}, ""example_sentences"": [{""english"": ""He sat at the back of the classroom."", ""chinese"": ""他坐在教室的后面。""}]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to support someone or something"", ""chinese"": ""支持某人或某事""}, ""example_sentences"": [{""english"": ""I will back you in this decision."", ""chinese"": ""我会支持你在这个决定中。""}]}, {""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""situated at or on the back"", ""chinese"": ""位于或处于后面的""}, ""example_sentences"": [{""english"": ""The back door is always open."", ""chinese"": ""后门总是开着的。""}]}, {""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""in or to the rear"", ""chinese"": ""在或向后方""}, ""example_sentences"": [{""english"": ""Please move back."", ""chinese"": ""请向后移动。""}]}], ""forms"": {""noun"": {""singular"": ""back"", ""plural"": ""backs""}, ""verb"": {""base_form"": ""back"", ""third_person_singular"": ""backs"", ""past_tense"": ""backed"", ""past_participle"": ""backed"", ""present_participle"": ""backing""}}}"
A1,bad,"{""word"": ""bad"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""not good"", ""chinese"": ""不好的""}, ""example_sentences"": [{""english"": ""This apple is bad."", ""chinese"": ""这个苹果不好。""}], ""synonyms"": [""poor"", ""awful""], ""antonyms"": [""good"", ""excellent""]}], ""forms"": {}}"
A1,bag,"{""word"": ""bag"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a container used for carrying things, typically made of flexible material and having a handle or handles"", ""chinese"": ""包；袋子""}, ""example_sentences"": [{""english"": ""She put her books in a bag."", ""chinese"": ""她把书放进包里。""}], ""synonyms"": [""sack"", ""pouch""], ""antonyms"": [""unpack""]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""put (something) in a bag"", ""chinese"": ""把…装进袋子""}, ""example_sentences"": [{""english"": ""He bagged the groceries."", ""chinese"": ""他把杂货装进袋子里。""}]}], ""forms"": {""noun"": {""singular"": ""bag"", ""plural"": ""bags""}, ""verb"": {""base_form"": ""bag"", ""third_person_singular"": ""bags"", ""past_tense"": ""bagged"", ""past_participle"": ""bagged"", ""present_participle"": ""bagging""}}}"
A1,ball,"{""word"": ""ball"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a round object used in games, such as football or basketball"", ""chinese"": ""球，用于游戏中的圆形物体，如足球或篮球""}, ""example_sentences"": [{""english"": ""He kicked the ball into the goal."", ""chinese"": ""他把球踢进了球门。""}], ""synonyms"": [""sphere"", ""globe""], ""antonyms"": [""square""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a formal social event with dancing"", ""chinese"": ""舞会，有跳舞的正式社交活动""}, ""example_sentences"": [{""english"": ""She wore a beautiful dress to the ball."", ""chinese"": ""她穿了一件漂亮的裙子去参加舞会。""}]}], ""forms"": {""noun"": {""singular"": ""ball"", ""plural"": ""balls""}}}"
A1,banana,"{""word"": ""banana"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a long, curved fruit with a yellow skin and soft, sweet flesh"", ""chinese"": ""香蕉，一种长而弯曲的水果，外皮黄色，果肉柔软甜美""}, ""example_sentences"": [{""english"": ""I ate a banana for breakfast."", ""chinese"": ""我早餐吃了一根香蕉。""}]}], ""forms"": {""noun"": {""singular"": ""banana"", ""plural"": ""bananas""}}}"
A1,band,"{""word"": ""band"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a group of musicians who play music together"", ""chinese"": ""乐队""}, ""example_sentences"": [{""english"": ""The band played a great song."", ""chinese"": ""乐队演奏了一首很棒的歌曲。""}]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a flat, thin strip of material, often used to tie things together"", ""chinese"": ""带子""}, ""example_sentences"": [{""english"": ""She used a rubber band to tie her hair."", ""chinese"": ""她用橡皮筋扎头发。""}]}], ""forms"": {""noun"": {""singular"": ""band"", ""plural"": ""bands""}}}"
A1,bank,"{""word"": ""bank"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a financial institution where people deposit and borrow money"", ""chinese"": ""银行（人们存取款的地方）""}, ""example_sentences"": [{""english"": ""I went to the bank to deposit my paycheck."", ""chinese"": ""我去银行存了我的工资。""}]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the land along the side of a river or lake"", ""chinese"": ""河岸；湖岸""}, ""example_sentences"": [{""english"": ""We sat on the bank of the river and had a picnic."", ""chinese"": ""我们坐在河岸边野餐。""}]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to put money into a bank account"", ""chinese"": ""存钱""}, ""example_sentences"": [{""english"": ""She banks her salary every month."", ""chinese"": ""她每个月都把工资存起来。""}]}], ""forms"": {""noun"": {""singular"": ""bank"", ""plural"": ""banks""}, ""verb"": {""base_form"": ""bank"", ""third_person_singular"": ""banks"", ""past_tense"": ""banked"", ""past_participle"": ""banked"", ""present_participle"": ""banking""}}}"
A1,bath,"{""word"": ""bath"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a washing of the body, usually with water and often in a special container"", ""chinese"": ""洗澡，通常在特定的容器中用水清洗身体""}, ""example_sentences"": [{""english"": ""She takes a bath every evening."", ""chinese"": ""她每天晚上洗澡。""}], ""synonyms"": [""shower""], ""antonyms"": [""dry""]}], ""forms"": {""noun"": {""singular"": ""bath"", ""plural"": ""baths""}}}"
A1,bathroom,"{""word"": ""bathroom"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a room with a bath or shower and a toilet"", ""chinese"": ""浴室""}, ""example_sentences"": [{""english"": ""I need to go to the bathroom."", ""chinese"": ""我需要去洗手间。""}]}], ""forms"": {""noun"": {""singular"": ""bathroom"", ""plural"": ""bathrooms""}}}"
A1,be,"{""word"": ""be"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""exist; be present"", ""chinese"": ""存在；在场""}, ""example_sentences"": [{""english"": ""I am here."", ""chinese"": ""我在这里。""}, {""english"": ""She is at home."", ""chinese"": ""她在家。""}]}], ""forms"": {""verb"": {""base_form"": ""be"", ""third_person_singular"": ""is"", ""past_tense"": ""was"", ""past_participle"": ""been"", ""present_participle"": ""being""}}}"
A1,beach,"{""word"": ""beach"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a shore of a sea, lake, or wide river"", ""chinese"": ""海滩，湖滩，河滩""}, ""example_sentences"": [{""english"": ""We went to the beach last weekend."", ""chinese"": ""我们上周末去了海滩。""}]}], ""forms"": {""noun"": {""singular"": ""beach"", ""plural"": ""beaches""}}}"
A1,beautiful,"{""word"": ""beautiful"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""Very pretty or attractive."", ""chinese"": ""非常漂亮或吸引人的。""}, ""example_sentences"": [{""english"": ""She looked beautiful in her new dress."", ""chinese"": ""她穿着新裙子看起来很漂亮。""}], ""synonyms"": [""pretty"", ""lovely""], ""antonyms"": [""ugly"", ""unattractive""]}], ""forms"": {}}"
A1,because,"{""word"": ""because"", ""definitions"": [{""part_of_speech"": ""other"", ""meaning"": {""english"": ""introducing a reason or explanation"", ""chinese"": ""引出原因或解释""}, ""example_sentences"": [{""english"": ""I stayed home because it was raining."", ""chinese"": ""我待在家里，因为下雨了。""}]}], ""forms"": {}}"
A1,become,"{""word"": ""become"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to start to be"", ""chinese"": ""开始成为""}, ""example_sentences"": [{""english"": ""She became a doctor last year."", ""chinese"": ""她去年成为了一名医生。""}, {""english"": ""The weather will become warmer soon."", ""chinese"": ""天气很快会变暖。""}], ""synonyms"": [""turn into"", ""grow into""], ""antonyms"": [""remain""]}], ""forms"": {""verb"": {""base_form"": ""become"", ""third_person_singular"": ""becomes"", ""past_tense"": ""became"", ""past_participle"": ""become"", ""present_participle"": ""becoming""}}}"
A1,bed,"{""word"": ""bed"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a piece of furniture for sleeping on"", ""chinese"": ""床""}, ""example_sentences"": [{""english"": ""I sleep in my bed every night."", ""chinese"": ""我每晚都睡在我的床上。""}]}], ""forms"": {""noun"": {""singular"": ""bed"", ""plural"": ""beds""}}}"
A1,bedroom,"{""word"": ""bedroom"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A room for sleeping in"", ""chinese"": ""卧室""}, ""example_sentences"": [{""english"": ""I have a big bedroom."", ""chinese"": ""我有一个大卧室。""}]}], ""forms"": {""noun"": {""singular"": ""bedroom"", ""plural"": ""bedrooms""}}}"
A1,beer,"{""word"": ""beer"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""An alcoholic drink made from yeast-fermented malt flavoured with hops."", ""chinese"": ""啤酒，一种由酵母发酵麦芽并加入啤酒花调味的酒精饮料。""}, ""example_sentences"": [{""english"": ""He ordered a pint of beer."", ""chinese"": ""他点了一品脱啤酒。""}, {""english"": ""They drank beer at the pub."", ""chinese"": ""他们在酒吧喝了啤酒。""}], ""synonyms"": [""ale"", ""lager""]}], ""forms"": {""noun"": {""singular"": ""beer"", ""plural"": ""beers""}}}"
A1,before,"{""word"": ""before"", ""definitions"": [{""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""earlier than a particular time"", ""chinese"": ""在某个特定时间之前""}, ""example_sentences"": [{""english"": ""I had finished my homework before dinner."", ""chinese"": ""我在晚饭前完成了作业。""}], ""synonyms"": [""earlier"", ""prior to""], ""antonyms"": [""after"", ""later""]}, {""part_of_speech"": ""preposition"", ""meaning"": {""english"": ""earlier than a particular time or event"", ""chinese"": ""在某个特定时间或事件之前""}, ""example_sentences"": [{""english"": ""Please come before 5 o'clock."", ""chinese"": ""请在5点之前来。""}], ""synonyms"": [""prior to"", ""earlier than""], ""antonyms"": [""after"", ""following""]}], ""forms"": {}}"
A1,begin,"{""word"": ""begin"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""To start doing something"", ""chinese"": ""开始做某事""}, ""example_sentences"": [{""english"": ""She began to read the book."", ""chinese"": ""她开始读这本书。""}, {""english"": ""The meeting will begin at 3 PM."", ""chinese"": ""会议将在下午3点开始。""}], ""synonyms"": [""start"", ""commence""], ""antonyms"": [""end"", ""finish""]}], ""forms"": {""verb"": {""base_form"": ""begin"", ""third_person_singular"": ""begins"", ""past_tense"": ""began"", ""past_participle"": ""begun"", ""present_participle"": ""beginning""}}}"
A1,beginning,"{""word"": ""beginning"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the point at which something starts"", ""chinese"": ""开始""}, ""example_sentences"": [{""english"": ""At the beginning of the story, the main character is very sad."", ""chinese"": ""在故事的开头，主人公非常悲伤。""}], ""synonyms"": [""start"", ""onset""], ""antonyms"": [""end"", ""conclusion""]}], ""forms"": {""noun"": {""singular"": ""beginning"", ""plural"": ""beginnings""}}}"
A1,behind,"{""word"": ""behind"", ""definitions"": [{""part_of_speech"": ""preposition"", ""meaning"": {""english"": ""at or towards the back of something"", ""chinese"": ""在…的后面""}, ""example_sentences"": [{""english"": ""The cat is hiding behind the sofa."", ""chinese"": ""猫藏在沙发后面。""}]}, {""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""in or to the back or rear"", ""chinese"": ""在后面""}, ""example_sentences"": [{""english"": ""She stayed behind to clean the classroom."", ""chinese"": ""她留下来打扫教室。""}]}], ""forms"": {}}"
A1,believe,"{""word"": ""believe"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""To accept that something is true or real"", ""chinese"": ""相信某事是真实的""}, ""example_sentences"": [{""english"": ""I believe in Santa Claus."", ""chinese"": ""我相信圣诞老人。""}, {""english"": ""She believes her friend."", ""chinese"": ""她相信她的朋友。""}], ""synonyms"": [""trust"", ""accept""], ""antonyms"": [""doubt"", ""disbelieve""]}], ""forms"": {""verb"": {""base_form"": ""believe"", ""third_person_singular"": ""believes"", ""past_tense"": ""believed"", ""past_participle"": ""believed"", ""present_participle"": ""believing""}}}"
A1,below,"{""word"": ""below"", ""definitions"": [{""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""in or to a lower place"", ""chinese"": ""在或向较低的位置""}, ""example_sentences"": [{""english"": ""The cat is below the table."", ""chinese"": ""猫在桌子下面。""}]}, {""part_of_speech"": ""preposition"", ""meaning"": {""english"": ""in a lower position than"", ""chinese"": ""在较低的位置""}, ""example_sentences"": [{""english"": ""The box is below the window."", ""chinese"": ""盒子在窗户下面。""}]}], ""forms"": {}}"
